code,name,first_date,last_date
246690,TS인베스트먼트,2019-04-09,2026-02-20
246690,티에스인베스트먼트,2016-12-15,2019-04-08
246710,티앤알바이오팹,2018-11-28,2026-02-20
246720,아스타,2017-03-20,2026-02-20
246830,시냅스엠,2016-07-13,2018-05-11
246960,SCL사이언스,2024-04-24,2026-02-20
246960,이노테라피,2019-02-01,2024-04-23
247300,인프라웨어테크놀러지,2016-07-08,2019-12-05
247540,에코프로비엠,2019-03-05,2026-02-20
247660,나노씨엠에스,2021-03-09,2026-02-20
248020,젬,2021-10-22,2024-04-04
248070,솔루엠,2021-02-02,2026-02-20
248170,샘표식품,2016-08-09,2026-02-20
249420,일동제약,2016-08-31,2026-02-20
250000,보라티알,2017-06-08,2026-02-20
250030,진코스텍,2019-11-29,2026-02-20
250060,모비스,2017-03-21,2026-02-20
250060,하나금융8호스팩,2016-09-08,2017-03-20
250300,제이에스피브이,2016-08-10,2019-02-28
250930,예선테크,2019-09-11,2026-02-20
250930,케이비제10호스팩,2016-09-29,2019-09-10
251120,바이오에프디엔씨,2022-02-21,2026-02-20
251270,넷마블,2018-04-16,2026-02-20
251270,넷마블게임즈,2017-05-12,2018-04-13
251280,안지오랩,2016-10-25,2026-02-20
251370,와이엠티,2017-04-27,2026-02-20
251540,에스와이제이,2017-05-02,2018-09-06
251630,브이원텍,2017-07-13,2026-02-20
251960,엠에프엠코리아,2016-09-08,2020-12-29
251970,펌텍코리아,2019-07-04,2026-02-20
252370,유쎌,2016-09-29,2020-02-26
252500,IBKS지엠비스팩,2016-11-02,2017-09-18
252500,세화피앤씨,2017-09-19,2026-02-20
252940,에스엠로보틱스,2016-09-30,2018-04-24
252990,샘씨엔에스,2021-05-20,2026-02-20
253450,스튜디오드래곤,2017-11-24,2026-02-20
253590,네오셈,2019-01-31,2026-02-20
253590,대신밸런스제3호스팩,2018-04-04,2019-01-30
253610,루트락,2020-12-24,2026-02-20
253840,수젠텍,2016-11-11,2026-02-20
254120,IBKS제5호스팩,2016-12-02,2019-11-14
254120,자비스,2019-11-15,2026-02-20
254160,제이엠멀티,2021-12-13,2026-02-20
254490,미래반도체,2023-01-27,2026-02-20
255220,SG,2018-01-26,2026-02-20
255440,야스,2017-09-29,2026-02-20
256090,패션플랫폼,2016-12-20,2018-02-12
256150,한독크린텍,2019-09-05,2026-02-20
256630,엔에이치스팩10호,2017-05-02,2019-07-15
256630,포인트엔지니어링,2019-07-16,2026-02-20
256840,엔에이치스팩11호,2016-12-28,2019-12-02
256840,한국비엔씨,2019-12-03,2026-02-20
256940,케이피에스,2016-12-21,2025-04-16
256940,킵스파마,2025-04-17,2026-02-20
257370,명성티엔에스,2018-09-13,2023-10-17
257370,피엔티엠에스,2023-10-18,2026-02-20
257720,실리콘투,2021-09-29,2026-02-20
257730,신한제3호스팩,2017-02-23,2019-09-30
257990,나우코스,2020-12-30,2026-02-20
258050,테크트랜스,2018-07-13,2026-02-20
258250,셀젠텍,2018-06-28,2024-08-29
258250,피시피아비아이티,2016-12-13,2018-06-27
258540,스템랩,2016-11-29,2022-12-27
258540,에스엘테라퓨틱스,2022-12-28,2025-05-02
258610,이더블유케이,2017-08-22,2022-04-18
258610,케일럼,2022-04-19,2026-02-20
258790,소프트캠프,2019-12-30,2026-02-20
258790,케이비제11호스팩,2017-04-27,2019-12-27
258830,세종메디칼,2018-05-29,2026-02-20
259630,엠플러스,2017-09-20,2026-02-20
259960,크래프톤,2021-08-10,2026-02-20
260490,캐로스,2016-12-23,2017-11-28
260660,알리코제약,2018-02-12,2026-02-20
260870,SK시그넷,2022-04-13,2026-02-20
260870,시그넷이브이,2017-08-30,2022-04-12
260930,씨티케이,2021-07-20,2026-02-20
260930,씨티케이코스메틱스,2017-12-07,2021-07-19
260970,에스앤디,2016-12-29,2026-02-20
261200,덴티스,2020-07-03,2026-02-20
261200,하나금융9호스팩,2017-06-26,2020-07-02
261520,이지스,2025-12-11,2026-02-20
261780,차백신연구소,2021-10-22,2026-02-20
262260,에이프로,2020-07-16,2026-02-20
262760,엔케이맥스,2018-08-09,2019-07-03
262830,대신밸런스제4호스팩,2017-03-03,2019-10-08
262840,아이퀘스트,2021-02-05,2026-02-20
263020,디케이앤디,2018-11-20,2026-02-20
263050,유틸렉스,2018-12-24,2026-02-20
263540,샘코,2017-09-15,2022-04-21
263540,어스앤에어로스페이스,2022-04-22,2024-11-05
263600,덕우전자,2017-08-28,2026-02-20
263690,디알젬,2018-11-22,2026-02-20
263700,케어랩스,2018-03-28,2026-02-20
263720,디앤씨미디어,2017-08-01,2026-02-20
263750,펄어비스,2017-09-14,2026-02-20
263770,신영스팩3호,2017-04-06,2018-03-22
263770,유에스티,2018-03-23,2026-02-20
263800,데이타솔루션,2017-08-03,2026-02-20
263810,상신전자,2017-10-16,2026-02-20
263860,지니언스,2017-08-02,2026-02-20
263920,블러썸엠앤씨,2019-04-24,2021-06-03
263920,에스엔피월드,2017-09-28,2019-04-23
263920,휴엠앤씨,2022-04-29,2026-02-20
263920,휴온스블러썸,2021-06-04,2022-04-28
264290,한화에이스스팩3호,2017-05-02,2019-12-05
264450,유비쿼스,2017-03-31,2026-02-20
264660,씨앤지하이테크,2018-01-25,2026-02-20
264850,IBKS제6호스팩,2017-06-01,2019-12-19
264850,이랜시스,2019-12-20,2026-02-20
264900,크라운제과,2017-04-11,2026-02-20
265480,미래에셋대우스팩1호,2017-05-26,2020-01-02
265520,AP시스템,2017-04-07,2026-02-20
265560,영화테크,2017-10-26,2026-02-20
265740,엔에프씨,2020-12-02,2026-02-20
265920,한화수성스팩,2017-06-08,2020-01-14
266170,레드우즈,2026-01-23,2026-02-20
266170,뿌리깊은나무들,2017-06-09,2026-01-22
266170,앤유엔터테인먼트,2018-11-23,2020-04-23
266350,팡스카이,2024-06-28,2026-02-20
266470,바이오인프라생명과학,2020-07-22,2026-02-20
266870,파워풀엑스,2018-07-18,2025-12-26
266870,플렉스파워에이더블유에스,2017-04-24,2018-07-17
267060,명진홀딩스,2017-08-24,2023-04-17
267080,세븐브로이맥주,2024-01-17,2026-02-20
267250,HD현대,2022-04-11,2026-02-20
267250,현대로보틱스,2017-05-10,2018-04-10
267250,현대중공업지주,2018-04-11,2022-04-08
267260,HD현대일렉트릭,2023-04-28,2026-02-20
267260,현대일렉트릭,2017-05-10,2023-04-27
267270,HD건설기계,2026-01-26,2026-02-20
267270,HD현대건설기계,2023-04-19,2026-01-23
267270,현대건설기계,2017-05-10,2023-04-18
267290,경동도시가스,2017-05-12,2026-02-20
267320,교보7호스팩,2017-06-22,2020-04-21
267320,나인테크,2020-04-22,2026-02-20
267790,배럴,2018-02-01,2026-02-20
267810,앙츠,2017-04-28,2023-04-03
267850,아시아나IDT,2018-11-23,2026-02-20
267980,매일유업,2017-06-05,2026-02-20
268280,미원에스씨,2017-05-22,2026-02-20
268600,셀리버리,2018-11-09,2025-03-06
269620,시스웍,2017-12-26,2026-02-20
270020,두원석재,2017-09-08,2020-01-17
270020,이십일스토어,2020-01-20,2022-04-13
270210,에스알바이오텍,2017-06-15,2026-02-20
270520,앱트뉴로사이언스,2025-02-06,2025-08-12
270520,앱튼,2025-08-13,2026-02-20
270520,지엔원에너지,2020-03-09,2023-05-12
270520,지오릿에너지,2023-05-15,2025-02-05
270520,하나금융10호스팩,2017-08-22,2020-03-06
270660,에브리봇,2017-07-24,2026-02-20
270870,뉴트리,2018-12-13,2026-02-20
271400,알로이스,2017-07-07,2019-09-30
271560,오리온,2017-07-07,2026-02-20
271740,한국제5호스팩,2017-07-24,2020-03-02
271780,비엔에프코퍼레이션,2018-11-30,2020-11-04
271830,팸텍,2023-05-23,2026-02-20
271850,다이오진,2017-06-19,2023-04-11
271940,일진하이솔루스,2021-09-01,2026-02-20
271980,제일약품,2017-07-17,2026-02-20
272110,케이엔제이,2019-10-25,2026-02-20
272210,한화시스템,2019-11-13,2026-02-20
272290,이녹스첨단소재,2017-07-10,2026-02-20
272420,극동자동화,2017-06-28,2018-11-14
272450,진에어,2017-12-08,2026-02-20
272550,삼양패키징,2017-11-29,2026-02-20
273060,엔에이치스팩12호,2017-08-07,2020-08-04
273060,와이즈버즈,2020-08-05,2026-02-20
273640,와이엠텍,2021-09-10,2026-02-20
274090,켄코아에어로스페이스,2020-03-03,2026-02-20
274400,이노시뮬레이션,2023-07-06,2026-02-20
275630,에스에스알,2018-08-06,2026-02-20
276040,스코넥,2022-02-04,2026-02-20
276240,엘리비젼,2018-07-05,2026-02-20
276730,제주맥주,2021-05-26,2025-04-25
276730,한울앤제주,2025-04-28,2026-02-20
276920,IBKS제7호스팩,2017-11-10,2020-06-17
277070,린드먼아시아,2018-03-14,2026-02-20
277410,IBKS제8호스팩,2017-09-29,2018-09-10
277410,인산가,2018-09-11,2026-02-20
277480,신한제4호스팩,2017-10-20,2020-08-19
277810,레인보우로보틱스,2021-02-03,2026-02-20
277880,티에스아이,2017-10-30,2026-02-20
278280,천보,2019-02-11,2026-02-20
278380,원바이오젠,2019-06-03,2021-02-08
278470,에이피알,2024-02-27,2026-02-20
278650,HLB바이오스텝,2023-04-18,2026-02-20
278650,노터스,2019-11-27,2023-04-17
278990,EMB,2021-04-12,2026-02-20
278990,에프엠에스,2017-10-31,2018-04-26
278990,이엠비,2021-03-19,2021-04-09
278990,파인이엠텍,2018-04-27,2021-03-18
279060,이노벡스,2019-04-12,2026-02-20
279410,한화에이스스팩4호,2017-11-27,2020-07-02
279600,미디어젠,2017-11-10,2026-02-20
280360,롯데웰푸드,2023-04-14,2026-02-20
280360,롯데제과,2017-10-30,2023-04-13
281310,바이오시네틱스,2017-12-15,2023-06-09
281410,한국제6호스팩,2017-12-21,2020-07-24
281740,동부스팩5호,2017-12-12,2020-03-20
281740,레이크머티리얼즈,2020-03-23,2026-02-20
281820,케이씨텍,2017-12-05,2026-02-20
282330,BGF리테일,2017-12-08,2026-02-20
282690,동아타이어,2017-11-29,2024-10-07
282720,금양그린파워,2023-03-13,2026-02-20
282880,코윈테크,2019-08-05,2026-02-20
283100,노보믹스,2023-04-19,2025-05-27
284420,휴럼,2017-12-12,2021-07-26
284610,TS트릴리온,2018-04-16,2020-12-29
284610,탈모닷컴,2017-12-22,2018-04-13
284620,카이노스메드,2020-06-08,2026-02-20
284620,하나금융11호스팩,2018-06-08,2020-06-05
284740,쿠쿠홈시스,2018-01-11,2026-02-20
285130,SK케미칼,2018-01-05,2026-02-20
285490,노바텍,2018-11-02,2026-02-20
285770,라이프사이언스테크놀로지,2017-12-21,2023-06-09
285800,진영,2023-06-01,2026-02-20
286000,씨엔티드림,2020-12-11,2024-10-04
286750,나노브릭,2019-08-19,2025-04-21
286750,나노실리칸첨단소재,2025-04-22,2026-02-20
286940,롯데이노베이트,2024-04-16,2026-02-20
286940,롯데정보통신,2018-07-27,2024-04-15
287410,유안타제3호스팩,2018-05-08,2021-03-30
287410,제이시스메디칼,2021-03-31,2024-11-06
287840,인투셀,2025-05-23,2026-02-20
288330,브릿지바이오테라퓨틱스,2019-12-20,2025-08-26
288330,파라택시스코리아,2025-08-27,2026-02-20
288490,나라소프트,2018-11-23,2026-02-06
288620,에스퓨얼셀,2018-10-15,2026-02-20
288980,모아데이타,2022-03-10,2026-02-20
289010,아이스크림에듀,2019-07-11,2026-02-20
289080,SV인베스트먼트,2018-07-06,2026-02-20
289170,바이오텐,2023-10-13,2026-02-20
289220,자이언트스텝,2021-03-24,2026-02-20
289860,지슨,2023-01-26,2025-08-13
289930,웨이비스,2024-10-25,2026-02-20
290090,트윔,2021-11-17,2026-02-20
290120,DH오토리드,2024-02-29,2026-02-20
290120,대유에이피,2018-12-07,2024-01-24
290120,디에이치오토리드,2024-01-25,2024-02-28
290270,휴네시온,2018-08-02,2026-02-20
290380,대유,2018-08-10,2025-08-20
290510,코리아센터,2019-11-29,2022-12-15
290520,신도기연,2020-07-06,2026-02-20
290550,디케이티,2018-12-21,2026-02-20
290560,신시웨이,2023-11-03,2026-02-20
290650,엘앤씨바이오,2018-11-01,2026-02-20
290660,네오펙트,2018-11-28,2026-02-20
290670,대보마그네틱,2018-11-06,2026-02-20
290690,소룩스,2020-11-06,2026-02-20
290720,푸드나무,2018-10-04,2026-02-20
290740,액트로,2018-08-28,2026-02-20
291210,한국제7호스팩,2018-05-11,2021-01-14
291230,삼성스팩2호,2018-09-13,2021-08-19
291230,엔피,2021-08-20,2026-02-20
291650,압타머사이언스,2020-09-16,2026-02-20
291810,핀텔,2022-10-20,2026-02-20
293480,하나제약,2018-10-02,2026-02-20
293490,카카오게임즈,2020-09-10,2026-02-20
293580,나우IB,2019-11-20,2026-02-20
293580,나우아이비캐피탈,2018-10-04,2019-11-19
293780,압타바이오,2019-06-12,2026-02-20
293940,신한알파리츠,2018-08-08,2026-02-20
294090,이오플로우,2020-09-14,2026-02-20
294140,레몬,2020-02-28,2026-02-20
294570,쿠콘,2021-04-28,2026-02-20
294630,서남,2020-02-20,2026-02-20
294870,HDC현대산업개발,2018-06-12,2026-02-20
295310,에이치브이엠,2024-06-28,2026-02-20
296160,프로젠,2023-11-15,2026-02-20
296520,가이아코퍼레이션,2023-06-20,2026-02-20
296640,이노룰스,2022-10-07,2026-02-20
297090,씨에스베어링,2019-11-21,2026-02-20
297570,IBKS제9호스팩,2018-07-20,2019-09-30
297570,알로이스,2019-10-01,2026-02-20
297890,HB솔루션,2021-07-20,2026-02-20
297890,엘이티,2020-06-22,2021-07-19
298000,효성화학,2018-07-13,2026-02-20
298020,효성티앤씨,2018-07-13,2026-02-20
298040,효성중공업,2018-07-13,2026-02-20
298050,HS효성첨단소재,2024-10-02,2026-02-20
298050,효성첨단소재,2018-07-13,2024-09-30
298060,에스씨엠생명과학,2020-06-17,2026-02-20
298380,에이비엘바이오,2018-12-19,2026-02-20
298540,더네이쳐홀딩스,2020-07-27,2026-02-20
298690,에어부산,2018-12-27,2026-02-20
298830,슈어소프트테크,2023-04-28,2026-02-20
298870,다올인베스트먼트,2022-04-07,2023-04-12
298870,우리벤처파트너스,2023-04-13,2023-08-25
298870,케이티비네트워크,2021-12-16,2022-04-06
299030,하나기술,2020-11-25,2026-02-20
299170,IBKS제10호스팩,2018-09-21,2020-11-30
299170,더블유에스아이,2020-12-01,2026-02-20
299480,지앤이바이오텍,2018-06-29,2018-11-16
299480,지앤이헬스케어,2018-11-19,2026-02-20
299660,셀리드,2019-02-20,2026-02-20
299670,에스엠비나,2018-06-25,2024-08-14
299900,위지윅스튜디오,2018-12-20,2026-02-20
299910,베스파,2018-12-03,2024-04-25
299910,애닉,2024-04-26,2025-02-13
300080,플리토,2019-07-17,2026-02-20
300120,라온피플,2019-10-18,2026-02-20
300720,한일시멘트,2018-08-06,2026-02-20
301300,바이브컴퍼니,2020-10-28,2026-02-20
302430,이노메트리,2018-12-12,2026-02-20
302440,SK바이오사이언스,2021-03-18,2026-02-20
302550,리메드,2018-08-14,2026-02-20
302920,더콘텐츠온,2018-08-13,2026-02-20
303030,대신밸런스제5호스팩,2018-08-30,2019-07-25
303030,지니틱스,2019-07-26,2026-02-20
303360,프로테옴텍,2018-12-19,2023-11-14
303360,프로티아,2023-11-15,2026-02-20
303530,이노뎁,2021-06-18,2026-02-20
303810,동국생명과학,2025-02-17,2026-02-20
304100,솔트룩스,2020-07-23,2026-02-20
304360,에스바이오메딕스,2023-05-04,2026-02-20
304840,피플바이오,2020-10-19,2026-02-20
305090,마이크로디지탈,2019-06-05,2026-02-20
306040,에스제이그룹,2019-11-18,2026-02-20
306200,세아제강,2018-10-05,2026-02-20
306620,DB금융스팩6호,2018-10-31,2020-02-10
306620,네온테크,2020-02-11,2026-01-27
306620,지아이에스,2026-01-28,2026-02-20
307070,SK4호스팩,2018-12-07,2021-07-12
307160,하나머스트제6호스팩,2018-11-30,2021-07-07
307180,신영스팩4호,2018-12-21,2019-12-26
307180,아이엘,2025-04-28,2026-02-20
307180,아이엘사이언스,2019-12-27,2025-04-25
307280,교보8호스팩,2018-12-05,2021-02-08
307280,원바이오젠,2021-02-09,2026-02-20
307750,국전약품,2020-12-30,2026-02-20
307750,대신밸런스제6호스팩,2018-12-19,2020-12-29
307870,골든브릿지이안5호,2018-12-12,2019-06-10
307870,비투엔,2021-11-18,2026-02-20
307870,상상인이안1호스팩,2019-06-11,2021-11-17
307930,컴퍼니케이,2019-05-23,2026-02-20
307950,현대오토에버,2019-03-28,2026-02-20
308080,바이젠셀,2021-08-25,2026-02-20
308100,까스텔바작,2019-10-23,2025-03-26
308100,까스텔바쟉,2019-06-10,2019-10-22
308100,형지글로벌,2025-03-27,2026-02-20
308170,센트랄모텍,2019-11-25,2023-04-26
308170,씨티알모빌리티,2023-04-27,2026-02-20
308430,셀비온,2024-10-16,2026-02-20
308700,테크엔,2018-12-21,2026-01-13
309710,아이티켐,2025-08-07,2026-02-20
309900,티티씨디펜스,2019-06-27,2022-06-15
309930,삼성머스트스팩3호,2018-12-20,2020-12-23
309930,오하임아이엔티,2020-12-24,2023-09-12
309930,오하임앤컴퍼니,2023-09-13,2025-10-23
309930,조이웍스앤코,2025-10-24,2026-02-20
309960,LB인베스트먼트,2023-03-29,2026-02-20
310200,미래에셋대우스팩2호,2018-12-21,2020-02-06
310200,애니플러스,2020-02-07,2026-02-20
310210,보로노이,2022-06-24,2026-02-20
310840,엔에이치스팩13호,2018-12-24,2021-09-17
310870,디와이씨,2021-12-14,2026-02-20
310870,한국제8호스팩,2018-12-20,2021-12-13
311060,엘에이티,2018-12-28,2026-02-20
311270,키움제5호스팩,2018-12-26,2021-07-30
311320,지오엘리먼트,2021-11-11,2026-02-20
311390,네오크레마,2019-08-22,2026-02-20
311690,CJ 바이오사이언스,2022-01-11,2026-02-20
311690,천랩,2019-12-26,2022-01-10
311840,대원모방,2018-12-27,2020-02-26
311960,에이아이더뉴트리진,2022-11-29,2025-05-08
311960,인터로이드,2025-05-09,2026-02-20
312610,에이에프더블류,2019-07-01,2026-02-20
313750,유안타제4호스팩,2019-03-21,2021-12-06
313760,윌링스,2019-07-25,2024-05-09
313760,캐리,2024-05-10,2026-02-20
314130,지놈앤컴퍼니,2018-12-26,2026-02-20
314140,알피바이오,2022-09-29,2026-02-20
314930,바이오다인,2021-03-17,2026-02-20
315640,딥노이드,2021-08-17,2026-02-20
316140,우리금융지주,2019-02-13,2026-02-20
317030,케이비17호스팩,2019-03-27,2021-11-03
317120,라닉스,2019-09-18,2026-02-20
317240,TS트릴리온,2020-12-30,2026-02-20
317240,하이제4호스팩,2019-04-29,2020-12-29
317320,한화에스비아이스팩,2019-05-03,2021-12-06
317330,덕산테코피아,2019-08-02,2026-02-20
317400,자이에스앤디,2019-11-06,2026-02-20
317450,명인제약,2025-10-01,2026-02-20
317530,캐리소프트,2019-10-29,2026-02-20
317690,퀀타매트릭스,2020-12-09,2026-02-20
317770,슈프리마아이디,2019-08-01,2023-06-14
317770,엑스페릭스,2023-06-15,2026-02-20
317830,에스피시스템스,2019-08-14,2026-02-20
317850,대모,2019-07-24,2026-02-20
317860,노드메이슨,2019-12-06,2026-02-20
317870,엔바이오니아,2019-10-24,2026-02-20
318000,KBG,2022-04-11,2026-02-20
318000,한국바이오젠,2019-08-01,2022-04-08
318010,팜스빌,2019-10-22,2026-02-20
318020,포인트모바일,2020-12-03,2026-02-20
318060,그래피,2025-08-25,2026-02-20
318160,셀바이오휴먼텍,2023-04-20,2026-02-20
318410,비비씨,2020-09-21,2026-02-20
318660,타임기술,2021-06-24,2026-02-20
319400,엔에이치스팩14호,2019-05-08,2021-03-11
319400,현대무벡스,2021-03-12,2026-02-20
319660,피에스케이,2019-05-10,2026-02-20
320000,윈텍,2020-08-06,2024-07-17
320000,하나금융13호스팩,2019-09-18,2020-08-05
320000,한울반도체,2024-07-18,2026-02-20
321260,유진스팩4호,2019-05-31,2021-10-26
321260,프로이천,2021-10-27,2026-02-20
321370,센서뷰,2023-07-19,2026-02-20
321550,티움바이오,2019-11-22,2026-02-20
321820,아티스트유나이티드,2024-04-25,2025-04-24
321820,아티스트컴퍼니,2025-04-25,2026-02-20
321820,와이더플래닛,2021-02-03,2024-04-24
322000,HD현대에너지솔루션,2023-04-17,2026-02-20
322000,현대에너지솔루션,2019-11-19,2023-04-14
322180,LS티라유텍,2025-04-04,2026-02-20
322180,티라유텍,2019-10-31,2025-04-03
322190,베른,2021-10-29,2024-04-24
322190,에이스캠퍼,2020-12-29,2021-10-28
322310,오로스테크놀로지,2021-02-24,2026-02-20
322510,제이엘케이,2020-04-13,2026-02-20
322510,제이엘케이인스펙션,2019-12-11,2020-04-10
322780,DB금융스팩7호,2019-05-31,2020-12-24
322780,코퍼스코리아,2020-12-28,2026-02-20
322970,무진메디,2020-06-24,2026-02-20
323210,이베스트이안스팩1호,2019-07-15,2022-02-16
323230,신한제5호스팩,2019-06-19,2020-12-29
323230,엠에프엠코리아,2020-12-30,2025-06-18
323280,신영스팩5호,2019-06-24,2022-06-29
323280,태성,2022-06-30,2026-02-20
323350,다원넥스뷰,2019-05-21,2026-02-20
323410,카카오뱅크,2021-08-06,2026-02-20
323940,케이비제18호스팩,2019-06-24,2022-02-03
323990,박셀바이오,2020-09-22,2026-02-20
326030,SK바이오팜,2020-07-02,2026-02-20
327260,RF머트리얼즈,2021-04-14,2026-02-20
327260,메탈라이프,2019-12-24,2021-04-13
327610,펨토바이오메드,2019-07-10,2026-02-20
327970,케어룸의료산업,2019-08-05,2022-03-10
328130,루닛,2022-07-21,2026-02-20
328380,미래에셋대우스팩3호,2019-08-20,2022-08-19
328380,솔트웨어,2022-08-22,2026-02-20
329020,오션스톤,2020-05-07,2022-12-26
329050,구스앤홈,2019-07-12,2021-04-12
329180,HD현대중공업,2023-04-14,2026-02-20
329180,현대중공업,2021-09-17,2023-04-13
329560,상상인이안제2호스팩,2019-08-30,2022-04-01
330350,위더스제약,2020-07-03,2026-02-20
330590,롯데리츠,2019-10-30,2026-02-20
330730,스톤브릿지벤처스,2022-02-25,2026-02-20
330860,네패스아크,2020-11-17,2026-02-20
330990,케이비제19호스팩,2019-09-30,2022-05-06
331380,유진스팩5호,2019-10-02,2021-10-26
331380,포커스에이아이,2025-04-28,2026-02-20
331380,포커스에이치엔에스,2021-10-27,2025-04-25
331520,교보9호스팩,2019-10-29,2022-10-28
331520,밸로프,2022-10-31,2026-02-20
331660,한국미라클피플사,2019-10-28,2026-02-20
331740,아우토크립트,2025-07-15,2026-02-20
331920,셀레믹스,2020-08-21,2026-02-20
332190,오션스바이오,2025-01-14,2026-02-20
332290,누보,2022-03-04,2026-02-20
332290,대신밸런스제7호스팩,2019-10-11,2022-03-03
332370,아이디피,2020-08-24,2026-02-20
332570,PS일렉트로닉스,2025-05-07,2026-02-20
332570,와이팜,2020-07-31,2025-04-25
332570,피에스일렉트로닉스,2025-04-28,2025-05-02
332710,하나금융14호스팩,2019-11-01,2022-09-23
333050,모코엠시스,2022-10-19,2026-02-20
333050,신한제6호스팩,2019-10-31,2022-10-18
333430,미래에셋대우스팩4호,2019-11-06,2021-05-14
333430,일승,2021-05-17,2026-02-20
333620,엔시스,2021-04-01,2026-02-20
334890,이지스밸류리츠,2020-07-16,2025-05-30
334890,이지스밸류플러스리츠,2025-06-02,2026-02-20
334970,프레스티지바이오로직스,2021-03-11,2026-02-20
335810,프리시젼바이오,2020-12-22,2026-02-20
335870,IBKS제12호스팩,2019-12-09,2022-10-26
335870,윙스풋,2022-10-27,2026-02-20
335890,IBKS제11호스팩,2019-12-03,2020-11-25
335890,비올,2020-11-26,2025-12-09
336040,이도바이오,2019-12-02,2021-11-26
336040,타스컴,2021-11-29,2026-02-20
336060,웨이버스,2022-04-14,2026-02-20
336060,유안타제5호스팩,2019-11-28,2022-04-13
336260,두산퓨얼셀,2019-10-18,2026-02-20
336370,두산솔루스,2019-10-18,2020-12-23
336370,솔루스첨단소재,2020-12-24,2026-02-20
336570,대신밸런스제8호스팩,2019-12-19,2022-06-29
336570,원텍,2022-06-30,2026-02-20
336680,탑런토탈솔루션,2024-11-01,2026-02-20
337450,SK5호스팩,2019-12-04,2022-10-17
337840,유엑스엔,2019-11-28,2026-02-20
337930,브랜드엑스코퍼레이션,2020-08-13,2025-04-21
337930,젝시믹스,2025-04-22,2026-02-20
338100,NH프라임리츠,2019-12-05,2026-02-20
338220,뷰노,2021-02-26,2026-02-20
338840,와이바이오로직스,2023-12-05,2026-02-20
339770,교촌에프앤비,2020-11-12,2026-02-20
339950,아이비김영,2020-10-13,2026-02-20
339950,엔에이치스팩15호,2019-12-24,2020-10-12
340120,하이제5호스팩,2019-12-23,2022-07-27
340350,SK6호스팩,2020-03-11,2022-10-17
340360,다보링크,2021-08-13,2026-02-20
340360,유안타제6호스팩,2019-12-19,2021-08-12
340440,세림B&G,2021-12-09,2026-02-20
340440,한화플러스제1호스팩,2019-12-27,2021-12-08
340450,지씨지놈,2025-06-11,2026-02-20
340570,티앤엘,2020-11-20,2026-02-20
340810,시선AI,2025-04-30,2026-02-20
340810,시선에이아이,2025-04-23,2025-04-29
340810,씨유박스,2023-05-19,2025-04-22
340930,유일에너테크,2021-02-25,2026-02-20
341160,하나금융15호스팩,2020-01-30,2022-12-22
341170,퓨쳐메디신,2022-07-27,2026-02-20
341310,이앤에치,2019-12-27,2026-02-20
342550,케이비제20호스팩,2020-01-30,2022-12-28
342870,오아,2025-09-09,2026-02-20
343090,HLB사이언스,2022-04-27,2026-01-15
343090,단디바이오,2020-05-06,2022-04-26
343090,단디바이오사이언스,2020-04-24,2020-05-04
343510,하나금융16호스팩,2020-07-23,2023-02-28
344050,신영스팩6호,2020-02-12,2023-02-16
344820,KCC글라스,2021-07-09,2026-02-20
344820,케이씨씨글라스,2020-01-21,2021-07-08
344860,이노진,2020-04-27,2026-02-20
346010,타이드,2022-12-28,2026-02-20
347000,센코,2020-10-29,2026-02-20
347140,케이프이에스제4호,2020-03-24,2022-10-28
347700,라이프시맨틱스,2021-03-23,2025-04-11
347700,스피어,2025-04-14,2026-02-20
347740,피엔케이,2020-09-09,2020-09-11
347740,피엔케이피부임상연구센타,2020-09-14,2026-02-20
347770,핌스,2020-09-18,2026-02-20
347850,디앤디파마텍,2024-05-02,2026-02-20
347860,알체라,2020-12-21,2026-02-20
347890,엠투아이,2020-07-29,2026-02-20
348030,모비릭스,2021-01-28,2026-02-20
348080,큐라티스,2023-06-15,2026-02-20
348150,고바이오랩,2020-11-18,2026-02-20
348210,넥스틴,2020-10-08,2026-02-20
348340,뉴로메카,2022-11-04,2026-02-20
348350,위드텍,2020-10-30,2026-02-20
348370,엔켐,2021-11-01,2026-02-20
348840,데이드림엔터,2020-08-18,2023-08-09
348950,제이알글로벌리츠,2020-08-07,2026-02-20
349720,이베스트스팩5호,2020-05-20,2022-12-23
350520,이지스레지던스리츠,2020-08-05,2026-02-20
351020,미쥬,2023-10-26,2026-02-20
351320,IBKS제14호스팩,2020-06-22,2021-12-08
351320,넥사다이내믹스,2025-05-14,2026-02-20
351320,에스에이티이엔지,2021-12-09,2025-05-13
351330,이삭엔지니어링,2021-04-21,2026-02-20
351340,IBKS제13호스팩,2020-07-15,2023-02-20
351870,차이커뮤니케이션,2024-09-27,2026-02-20
352090,스톰테크,2023-11-20,2026-02-20
352480,씨앤씨인터내셔널,2021-05-17,2026-02-20
352700,씨앤투스,2022-12-07,2026-02-20
352700,씨앤투스성진,2021-01-28,2022-12-06
352770,셀레스트라,2025-04-02,2026-02-20
352770,클리노믹스,2020-12-04,2025-04-01
352820,빅히트,2020-10-15,2021-04-13
352820,하이브,2021-04-14,2026-02-20
352910,오비고,2021-07-13,2026-02-20
352940,인바이오,2020-12-11,2026-02-20
353060,에이치엠씨제5호스팩,2020-12-16,2023-09-21
353070,에이치엠씨제4호스팩,2020-07-29,2023-03-09
